Flow,O,D,Year
404,44,25,2015
182,44,2,2015
5,44,45,2015
383,44,42,2015
68,44,3,2015
290,44,19,2015
98,44,40,2015
139,44,32,2015
13,44,14,2015
129,44,23,2015
972,44,15,2015
457,44,22,2015
20,44,29,2015
33,44,4,2015
8110,44,12,2015
86,44,5,2015
264,44,43,2015
11,44,24,2015
210,19,17,2015
305,19,34,2015
28,19,46,2015
1063,19,16,2015
380,19,21,2015
183,19,49,2015
1092,19,39,2015
156,19,35,2015
2254,19,10,2015
507,19,18,2015
16,19,9,2015
376,19,28,2015
221,19,47,2015
12,19,31,2015
110,19,26,2015
245,19,41,2015
143,19,6,2015
77,19,38,2015
1167,19,37,2015
589,19,8,2015
448,19,7,2015
51,19,48,2015
28,19,1,2015
148,19,20,2015
11,19,30,2015
54,19,11,2015
164,19,27,2015
98,19,33,2015
1828,19,36,2015
36,19,13,2015
1985,19,25,2015
1015,19,2,2015
1,19,45,2015
1246,19,42,2015
60,19,3,2015
157,19,44,2015
81,19,40,2015
742,19,32,2015
6,19,14,2015
193,19,23,2015
1015,19,15,2015
211,19,22,2015
25,19,29,2015
1046,19,4,2015
223,19,12,2015
307,19,5,2015
129,19,43,2015
1,19,24,2015
40,40,17,2015
282,40,34,2015
2063,40,16,2015
40,40,21,2015
2873,40,49,2015
221,40,35,2015
2389,40,10,2015
194,40,18,2015
414,40,28,2015
157,40,47,2015
89,40,31,2015
152,40,6,2015
842,40,38,2015
756,40,37,2015
7013,40,8,2015
256,40,7,2015
136,40,48,2015
189,40,20,2015
48,40,30,2015
307,40,27,2015
881,40,33,2015
636,40,36,2015
82,40,13,2015
893,40,25,2015
793,40,2,2015
17,40,45,2015
290,40,42,2015
255,40,3,2015
178,40,44,2015
848,40,19,2015
594,40,32,2015
430,40,23,2015
1003,40,15,2015
710,40,29,2015
1536,40,4,2015
109,40,12,2015
116,40,5,2015
65,40,43,2015
5,40,24,2015
402,32,17,2015
172,32,34,2015
63,32,46,2015
1288,32,16,2015
492,32,21,2015
189,32,49,2015
134,32,39,2015
369,32,35,2015
2851,32,10,2015
3555,32,18,2015
40,32,9,2015
368,32,28,2015
117,32,47,2015
178,32,31,2015
139,32,26,2015
402,32,41,2015
307,32,6,2015
85,32,38,2015
360,32,37,2015
227,32,8,2015
291,32,7,2015
67,32,48,2015
149,32,1,2015
278,32,20,2015
14,32,30,2015
32,32,11,2015
280,32,27,2015
573,32,36,2015
224,32,13,2015
1004,32,25,2015
5584,32,2,2015
68,32,45,2015
573,32,42,2015
193,32,3,2015
281,32,44,2015
667,32,19,2015
90,32,40,2015
232,32,14,2015
847,32,23,2015
1148,32,15,2015
66,32,22,2015
24,32,29,2015
1820,32,4,2015
504,32,12,2015
238,32,5,2015
66,32,43,2015
5,32,24,2015
120,14,17,2015
1852,14,34,2015
170,14,46,2015
714,14,16,2015
857,14,21,2015
423,14,49,2015
10,14,35,2015
1639,14,10,2015
177,14,9,2015
345,14,28,2015
152,14,47,2015
1797,14,31,2015
111,14,26,2015
25,14,38,2015
112,14,37,2015
653,14,7,2015
6278,14,48,2015
1004,14,20,2015
360,14,30,2015
2478,14,11,2015
147,14,27,2015
84,14,36,2015
312,14,25,2015
2025,14,2,2015
2693,14,45,2015
93,14,42,2015
76,14,3,2015
84,14,44,2015
261,14,19,2015
81,14,32,2015
607,14,23,2015
892,14,15,2015
580,14,22,2015
63,14,29,2015
252,14,4,2015
535,14,12,2015
284,14,43,2015
1443,14,24,2015
1093,23,17,2015
493,23,34,2015
915,23,46,2015
1332,23,16,2015
351,23,21,2015
35,23,49,2015
12,23,39,2015
132,23,35,2015
3013,23,10,2015
2744,23,18,2015
63,23,9,2015
844,23,28,2015
529,23,47,2015
265,23,31,2015
292,23,26,2015
1901,23,41,2015
448,23,6,2015
33,23,38,2015
247,23,37,2015
47,23,8,2015
735,23,7,2015
268,23,48,2015
1440,23,1,2015
446,23,20,2015
27,23,30,2015
72,23,11,2015
18,23,27,2015
131,23,36,2015
100,23,13,2015
388,23,25,2015
1149,23,2,2015
63,23,45,2015
783,23,42,2015
196,23,3,2015
180,23,44,2015
300,23,19,2015
137,23,40,2015
840,23,32,2015
61,23,14,2015
2002,23,15,2015
170,23,22,2015
65,23,29,2015
1462,23,4,2015
423,23,12,2015
146,23,5,2015
343,23,43,2015
21,23,24,2015
235,15,17,2015
474,15,34,2015
644,15,46,2015
1518,15,16,2015
919,15,21,2015
91,15,49,2015
51,15,39,2015
47,15,35,2015
1081,15,10,2015
585,15,18,2015
107,15,9,2015
426,15,28,2015
213,15,47,2015
157,15,31,2015
275,15,26,2015
203,15,41,2015
723,15,6,2015
66,15,38,2015
204,15,37,2015
160,15,8,2015
308,15,7,2015
175,15,48,2015
321,15,1,2015
350,15,20,2015
117,15,30,2015
162,15,11,2015
191,15,27,2015
51,15,33,2015
173,15,36,2015
440,15,13,2015
439,15,25,2015
554,15,2,2015
144,15,45,2015
420,15,42,2015
1042,15,3,2015
173,15,44,2015
272,15,19,2015
42,15,40,2015
217,15,32,2015
63,15,14,2015
434,15,23,2015
316,15,22,2015
5,15,29,2015
607,15,4,2015
467,15,12,2015
35,15,5,2015
169,15,43,2015
166,15,24,2015
121,22,17,2015
3408,22,34,2015
149,22,46,2015
2955,22,16,2015
1362,22,21,2015
31,22,49,2015
10,22,39,2015
59,22,35,2015
647,22,10,2015
510,22,18,2015
2221,22,9,2015
203,22,28,2015
237,22,47,2015
25,22,31,2015
592,22,26,2015
109,22,41,2015
60,22,6,2015
53,22,38,2015
106,22,37,2015
135,22,8,2015
186,22,7,2015
368,22,48,2015
23,22,1,2015
320,22,20,2015
606,22,30,2015
268,22,11,2015
1960,22,27,2015
12,22,36,2015
486,22,13,2015
486,22,25,2015
428,22,2,2015
56,22,45,2015
201,22,42,2015
342,22,3,2015
553,22,44,2015
695,22,19,2015
143,22,40,2015
416,22,32,2015
198,22,14,2015
367,22,23,2015
2207,22,15,2015
58,22,29,2015
591,22,4,2015
1954,22,12,2015
161,22,5,2015
156,22,43,2015
1249,22,24,2015
276,29,17,2015
649,29,34,2015
57,29,46,2015
1225,29,16,2015
1749,29,21,2015
419,29,49,2015
124,29,39,2015
187,29,35,2015
2367,29,10,2015
251,29,18,2015
548,29,9,2015
483,29,28,2015
268,29,47,2015
151,29,31,2015
1229,29,38,2015
278,29,37,2015
4871,29,8,2015
302,29,7,2015
19,29,48,2015
23,29,30,2015
12,29,11,2015
5171,29,33,2015
326,29,36,2015
204,29,13,2015
4987,29,25,2015
1105,29,2,2015
175,29,42,2015
324,29,3,2015
706,29,44,2015
1255,29,19,2015
124,29,40,2015
620,29,32,2015
2234,29,23,2015
631,29,15,2015
308,29,22,2015
1087,29,4,2015
287,29,12,2015
235,29,5,2015
22,29,43,2015
9,29,24,2015
570,4,17,2015
454,4,34,2015
281,4,46,2015
1794,4,16,2015
919,4,21,2015
275,4,49,2015
252,4,39,2015
960,4,35,2015
2795,4,10,2015
1895,4,18,2015
82,4,9,2015
694,4,28,2015
345,4,47,2015
99,4,31,2015
125,4,26,2015
240,4,41,2015
207,4,6,2015
57,4,38,2015
2905,4,37,2015
411,4,8,2015
339,4,7,2015
480,4,48,2015
214,4,1,2015
223,4,20,2015
39,4,30,2015
119,4,11,2015
231,4,27,2015
124,4,33,2015
373,4,36,2015
281,4,13,2015
996,4,25,2015
3753,4,2,2015
14,4,45,2015
1035,4,42,2015
201,4,3,2015
278,4,44,2015
1345,4,19,2015
42,4,40,2015
1044,4,32,2015
42,4,14,2015
763,4,23,2015
2203,4,15,2015
194,4,22,2015
32,4,29,2015
705,4,12,2015
884,4,5,2015
247,4,43,2015
67,4,24,2015
121,12,17,2015
1979,12,34,2015
43,12,46,2015
4624,12,16,2015
1028,12,21,2015
172,12,49,2015
58,12,39,2015
18,12,35,2015
533,12,10,2015
331,12,18,2015
907,12,9,2015
471,12,28,2015
168,12,47,2015
291,12,31,2015
216,12,26,2015
232,12,41,2015
207,12,6,2015
59,12,38,2015
217,12,37,2015
255,12,8,2015
272,12,7,2015
335,12,48,2015
221,12,1,2015
364,12,20,2015
692,12,30,2015
109,12,11,2015
909,12,27,2015
160,12,36,2015
200,12,13,2015
550,12,25,2015
262,12,2,2015
233,12,45,2015
363,12,42,2015
203,12,3,2015
3497,12,44,2015
147,12,19,2015
88,12,40,2015
104,12,32,2015
17,12,14,2015
67,12,23,2015
1277,12,15,2015
757,12,22,2015
88,12,29,2015
577,12,4,2015
31,12,5,2015
297,12,43,2015
146,12,24,2015
241,5,17,2015
77,5,46,2015
224,5,16,2015
668,5,21,2015
34,5,49,2015
64,5,39,2015
259,5,35,2015
1888,5,10,2015
705,5,18,2015
239,5,9,2015
438,5,28,2015
15,5,47,2015
24,5,31,2015
86,5,26,2015
1818,5,41,2015
48,5,6,2015
19,5,38,2015
1414,5,37,2015
155,5,8,2015
480,5,7,2015
18,5,48,2015
393,5,1,2015
270,5,20,2015
27,5,30,2015
152,5,27,2015
15,5,33,2015
248,5,36,2015
70,5,13,2015
587,5,25,2015
1838,5,2,2015
108,5,45,2015
4917,5,42,2015
347,5,3,2015
57,5,44,2015
2808,5,19,2015
14,5,40,2015
813,5,32,2015
566,5,23,2015
1130,5,15,2015
74,5,22,2015
4165,5,4,2015
596,5,12,2015
4,5,43,2015
85,43,17,2015
913,43,34,2015
227,43,46,2015
1170,43,16,2015
1026,43,21,2015
38,43,49,2015
89,43,35,2015
1596,43,10,2015
581,43,18,2015
21,43,9,2015
2045,43,28,2015
554,43,47,2015
545,43,31,2015
32,43,26,2015
102,43,41,2015
55,43,6,2015
32,43,38,2015
205,43,37,2015
143,43,8,2015
891,43,7,2015
3286,43,48,2015
130,43,1,2015
335,43,20,2015
43,43,30,2015
232,43,11,2015
198,43,27,2015
35,43,33,2015
41,43,36,2015
20,43,13,2015
309,43,25,2015
211,43,2,2015
114,43,45,2015
343,43,42,2015
160,43,3,2015
276,43,44,2015
300,43,19,2015
212,43,32,2015
92,43,14,2015
256,43,23,2015
762,43,15,2015
312,43,22,2015
285,43,4,2015
496,43,12,2015
16,43,5,2015
72,43,24,2015
280,24,17,2015
4222,24,34,2015
469,24,46,2015
2855,24,16,2015
5592,24,21,2015
1577,24,10,2015
1500,24,18,2015
3896,24,9,2015
490,24,28,2015
293,24,47,2015
391,24,31,2015
671,24,26,2015
896,24,41,2015
44,24,6,2015
355,24,38,2015
464,24,37,2015
268,24,7,2015
1243,24,48,2015
52,24,1,2015
1022,24,20,2015
3430,24,30,2015
1273,24,11,2015
927,24,27,2015
351,24,36,2015
758,24,13,2015
546,24,25,2015
993,24,2,2015
399,24,45,2015
63,24,42,2015
256,24,3,2015
1743,24,44,2015
1150,24,19,2015
2435,24,14,2015
305,24,23,2015
4683,24,15,2015
4455,24,22,2015
25,24,29,2015
455,24,4,2015
1289,24,12,2015
1010,24,43,2015
183,17,34,2016
422,17,46,2016
626,17,16,2016
478,17,21,2016
226,17,49,2016
30,17,39,2016
28,17,35,2016
2334,17,10,2016
3757,17,18,2016
415,17,28,2016
232,17,47,2016
81,17,31,2016
180,17,26,2016
467,17,41,2016
1163,17,6,2016
96,17,38,2016
255,17,37,2016
140,17,8,2016
470,17,7,2016
23,17,48,2016
1053,17,1,2016
469,17,20,2016
60,17,30,2016
46,17,11,2016
81,17,27,2016
35,17,33,2016
9,17,36,2016
150,17,13,2016
82,17,25,2016
717,17,2,2016
39,17,45,2016
637,17,42,2016
36,17,3,2016
34,17,44,2016
406,17,19,2016
10,17,40,2016
580,17,32,2016
1579,17,23,2016
1421,17,15,2016
25,17,22,2016
498,17,4,2016
301,17,12,2016
58,17,5,2016
198,17,43,2016
54,17,24,2016
147,34,17,2016
120,34,46,2016
4863,34,16,2016
1875,34,21,2016
44,34,49,2016
3,34,39,2016
107,34,35,2016
1485,34,10,2016
562,34,18,2016
622,34,9,2016
756,34,28,2016
170,34,47,2016
224,34,31,2016
383,34,26,2016
169,34,41,2016
123,34,6,2016
37,34,38,2016
135,34,37,2016
361,34,8,2016
585,34,7,2016
644,34,48,2016
78,34,1,2016
426,34,20,2016
204,34,30,2016
182,34,11,2016
827,34,27,2016
97,34,33,2016
145,34,36,2016
1058,34,13,2016
716,34,25,2016
509,34,2,2016
98,34,45,2016
377,34,42,2016
275,34,3,2016
710,34,44,2016
299,34,19,2016
51,34,40,2016
246,34,32,2016
105,34,14,2016
208,34,23,2016
2927,34,15,2016
1316,34,22,2016
48,34,29,2016
516,34,4,2016
1844,34,12,2016
8,34,5,2016
484,34,43,2016
50,34,24,2016
165,46,17,2016
403,46,34,2016
1432,46,16,2016
270,46,21,2016
321,46,49,2016
1383,46,10,2016
798,46,18,2016
114,46,9,2016
430,46,28,2016
437,46,47,2016
105,46,31,2016
510,46,26,2016
252,46,41,2016
491,46,6,2016
116,46,37,2016
129,46,8,2016
269,46,7,2016
161,46,48,2016
1084,46,1,2016
2850,46,20,2016
113,46,30,2016
189,46,11,2016
178,46,27,2016
45,46,36,2016
184,46,13,2016
252,46,25,2016
379,46,2,2016
48,46,45,2016
291,46,42,2016
2473,46,3,2016
308,46,44,2016
327,46,19,2016
30,46,40,2016
194,46,32,2016
6,46,14,2016
1867,46,23,2016
4008,46,15,2016
379,46,22,2016
173,46,4,2016
275,46,12,2016
65,46,5,2016
467,46,43,2016
25,46,24,2016
168,16,17,2016
1653,16,34,2016
102,16,46,2016
687,16,21,2016
101,16,49,2016
15,16,39,2016
99,16,35,2016
725,16,10,2016
483,16,18,2016
434,16,9,2016
387,16,28,2016
177,16,47,2016
60,16,31,2016
115,16,26,2016
168,16,41,2016
118,16,6,2016
33,16,38,2016
162,16,37,2016
327,16,8,2016
204,16,7,2016
159,16,48,2016
110,16,1,2016
179,16,20,2016
132,16,30,2016
93,16,11,2016
1161,16,27,2016
24,16,33,2016
210,16,36,2016
126,16,13,2016
577,16,25,2016
450,16,2,2016
45,16,45,2016
300,16,42,2016
288,16,3,2016
1118,16,44,2016
316,16,19,2016
37,16,40,2016
123,16,32,2016
74,16,14,2016
204,16,23,2016
1785,16,15,2016
588,16,22,2016
25,16,29,2016
446,16,4,2016
1314,16,12,2016
27,16,5,2016
174,16,43,2016
40,16,24,2016
393,21,17,2016
2147,21,34,2016
624,21,46,2016
4069,21,16,2016
101,21,49,2016
19,21,39,2016
95,21,35,2016
1783,21,10,2016
602,21,18,2016
554,21,9,2016
587,21,28,2016
273,21,47,2016
627,21,31,2016
966,21,26,2016
491,21,41,2016
456,21,6,2016
73,21,38,2016
398,21,37,2016
549,21,8,2016
382,21,7,2016
846,21,48,2016
79,21,1,2016
895,21,20,2016
455,21,30,2016
1003,21,11,2016
594,21,27,2016
181,21,33,2016
246,21,36,2016
775,21,13,2016
625,21,25,2016
773,21,2,2016
90,21,45,2016
589,21,42,2016
667,21,3,2016
654,21,44,2016
619,21,19,2016
76,21,40,2016
351,21,32,2016
148,21,14,2016
305,21,23,2016
3898,21,15,2016
652,21,22,2016
63,21,29,2016
590,21,4,2016
2349,21,12,2016
83,21,5,2016
745,21,43,2016
763,21,24,2016
158,49,17,2016
446,49,34,2016
51,49,46,2016
819,49,16,2016
805,49,21,2016
352,49,39,2016
342,49,35,2016
4271,49,10,2016
1698,49,18,2016
13,49,9,2016
362,49,28,2016
247,49,47,2016
16,49,31,2016
91,49,41,2016
53,49,6,2016
465,49,38,2016
197,49,37,2016
3138,49,8,2016
254,49,7,2016
113,49,48,2016
28,49,1,2016
124,49,20,2016
19,49,30,2016
354,49,11,2016
139,49,27,2016
680,49,33,2016
1085,49,36,2016
85,49,13,2016
4566,49,25,2016
2075,49,2,2016
9,49,45,2016
374,49,42,2016
109,49,3,2016
314,49,44,2016
1852,49,19,2016
1188,49,40,2016
821,49,32,2016
570,49,23,2016
512,49,15,2016
286,49,22,2016
300,49,29,2016
1441,49,4,2016
365,49,12,2016
176,49,5,2016
96,49,43,2016
442,39,34,2016
1445,39,16,2016
292,39,35,2016
3312,39,10,2016
1363,39,18,2016
216,39,28,2016
422,39,47,2016
27,39,38,2016
5979,39,37,2016
324,39,8,2016
301,39,7,2016
68,39,48,2016
686,39,20,2016
48,39,11,2016
102,39,27,2016
1906,39,36,2016
324,39,13,2016
1126,39,25,2016
1006,39,2,2016
476,39,42,2016
194,39,3,2016
167,39,44,2016
5446,39,19,2016
24,39,40,2016
153,39,32,2016
194,39,23,2016
2120,39,15,2016
193,39,22,2016
30,39,29,2016
1456,39,4,2016
291,39,12,2016
141,35,17,2016
402,35,34,2016
100,35,46,2016
9213,35,16,2016
1983,35,21,2016
631,35,49,2016
164,35,39,2016
2554,35,10,2016
2147,35,18,2016
1579,35,28,2016
93,35,47,2016
20,35,31,2016
137,35,26,2016
78,35,6,2016
236,35,38,2016
28803,35,37,2016
2038,35,8,2016
936,35,7,2016
348,35,48,2016
265,35,1,2016
387,35,20,2016
102,35,11,2016
121,35,33,2016
1073,35,36,2016
153,35,13,2016
4435,35,25,2016
2532,35,2,2016
1143,35,42,2016
370,35,3,2016
883,35,44,2016
2782,35,19,2016
258,35,40,2016
2263,35,32,2016
430,35,23,2016
2367,35,15,2016
714,35,22,2016
90,35,29,2016
12673,35,4,2016
1090,35,12,2016
714,35,5,2016
313,35,43,2016
806,10,17,2016
451,10,34,2016
65,10,46,2016
1229,10,16,2016
657,10,21,2016
224,10,49,2016
34,10,39,2016
131,10,35,2016
2175,10,18,2016
65,10,9,2016
631,10,28,2016
533,10,47,2016
84,10,31,2016
142,10,26,2016
448,10,41,2016
174,10,6,2016
143,10,38,2016
528,10,37,2016
547,10,8,2016
693,10,7,2016
145,10,48,2016
196,10,1,2016
285,10,20,2016
34,10,30,2016
114,10,11,2016
242,10,27,2016
103,10,33,2016
504,10,36,2016
116,10,13,2016
1140,10,25,2016
1563,10,2,2016
11,10,45,2016
731,10,42,2016
153,10,3,2016
153,10,44,2016
627,10,19,2016
134,10,40,2016
648,10,32,2016
36,10,14,2016
724,10,23,2016
1510,10,15,2016
131,10,22,2016
42,10,29,2016
943,10,4,2016
441,10,12,2016
96,10,5,2016
254,10,43,2016
9,10,24,2016
2233,18,17,2016
411,18,34,2016
260,18,46,2016
1423,18,16,2016
594,18,21,2016
109,18,49,2016
28,18,39,2016
107,18,35,2016
3841,18,10,2016
44,18,9,2016
654,18,28,2016
437,18,47,2016
84,18,31,2016
233,18,26,2016
470,18,41,2016
318,18,6,2016
24,18,38,2016
673,18,37,2016
244,18,8,2016
591,18,7,2016
239,18,48,2016
208,18,1,2016
378,18,20,2016
37,18,30,2016
83,18,11,2016
240,18,27,2016
113,18,33,2016
289,18,36,2016
86,18,13,2016
502,18,25,2016
2415,18,2,2016
19,18,45,2016
387,18,42,2016
246,18,3,2016
87,18,44,2016
505,18,19,2016
37,18,40,2016
1575,18,32,2016
12,18,14,2016
1588,18,23,2016
1570,18,15,2016
149,18,22,2016
1,18,29,2016
613,18,4,2016
272,18,12,2016
160,18,5,2016
68,18,43,2016
126,9,17,2016
1649,9,34,2016
2138,9,16,2016
930,9,21,2016
17,9,39,2016
526,9,10,2016
555,9,18,2016
430,9,28,2016
128,9,47,2016
336,9,31,2016
57,9,26,2016
275,9,6,2016
7,9,38,2016
64,9,37,2016
57,9,8,2016
1450,9,7,2016
241,9,48,2016
539,9,1,2016
318,9,20,2016
1036,9,30,2016
262,9,11,2016
602,9,27,2016
74,9,33,2016
227,9,13,2016
340,9,25,2016
753,9,2,2016
304,9,45,2016
18,9,42,2016
353,9,3,2016
2719,9,44,2016
373,9,19,2016
27,9,32,2016
64,9,14,2016
130,9,23,2016
1585,9,15,2016
5658,9,22,2016
87,9,4,2016
6906,9,12,2016
28,9,5,2016
832,9,43,2016
638,9,24,2016
289,28,17,2016
1044,28,34,2016
202,28,46,2016
1680,28,16,2016
886,28,21,2016
135,28,49,2016
74,28,39,2016
188,28,35,2016
1818,28,10,2016
595,28,18,2016
59,28,9,2016
2330,28,47,2016
1165,28,31,2016
198,28,26,2016
498,28,41,2016
199,28,6,2016
34,28,38,2016
93,28,37,2016
485,28,8,2016
1077,28,7,2016
760,28,48,2016
263,28,1,2016
2020,28,20,2016
91,28,30,2016
188,28,11,2016
231,28,27,2016
11,28,33,2016
127,28,36,2016
35,28,13,2016
698,28,25,2016
668,28,2,2016
49,28,45,2016
972,28,42,2016
234,28,3,2016
175,28,44,2016
416,28,19,2016
48,28,40,2016
351,28,32,2016
59,28,14,2016
759,28,23,2016
1704,28,15,2016
112,28,22,2016
14,28,29,2016
602,28,4,2016
578,28,12,2016
27,28,5,2016
2443,28,43,2016
11,28,24,2016
217,47,17,2016
820,47,34,2016
50,47,46,2016
1066,47,16,2016
402,47,21,2016
73,47,49,2016
3,47,39,2016
144,47,35,2016
2166,47,10,2016
282,47,18,2016
23,47,9,2016
2291,47,28,2016
282,47,31,2016
110,47,26,2016
1656,47,41,2016
40,47,6,2016
17,47,38,2016
70,47,37,2016
193,47,8,2016
1624,47,7,2016
266,47,48,2016
122,47,1,2016
395,47,20,2016
42,47,30,2016
57,47,11,2016
125,47,27,2016
29,47,33,2016
172,47,36,2016
48,47,13,2016
371,47,25,2016
634,47,2,2016
19,47,45,2016
1745,47,42,2016
163,47,3,2016
158,47,44,2016
234,47,19,2016
424,47,32,2016
127,47,14,2016
1015,47,23,2016
1519,47,15,2016
203,47,22,2016
343,47,4,2016
195,47,12,2016
51,47,5,2016
524,47,43,2016
17,47,24,2016
214,31,17,2016
845,31,34,2016
356,31,46,2016
1221,31,16,2016
1035,31,21,2016
51,31,49,2016
69,31,35,2016
2117,31,10,2016
677,31,18,2016
153,31,9,2016
3046,31,28,2016
477,31,47,2016
787,31,26,2016
226,31,41,2016
419,31,6,2016
151,31,38,2016
104,31,37,2016
120,31,8,2016
195,31,7,2016
1701,31,48,2016
52,31,1,2016
1851,31,20,2016
36,31,30,2016
1872,31,11,2016
235,31,27,2016
75,31,33,2016
35,31,36,2016
33,31,13,2016
119,31,25,2016
153,31,2,2016
47,31,45,2016
124,31,42,2016
409,31,3,2016
68,31,44,2016
298,31,19,2016
98,31,40,2016
52,31,32,2016
921,31,14,2016
206,31,23,2016
2107,31,15,2016
119,31,22,2016
26,31,29,2016
73,31,4,2016
250,31,12,2016
20,31,5,2016
1080,31,43,2016
181,31,24,2016
433,26,17,2016
1162,26,34,2016
336,26,46,2016
1131,26,16,2016
1591,26,21,2016
113,26,49,2016
821,26,10,2016
688,26,18,2016
45,26,9,2016
921,26,28,2016
522,26,47,2016
642,26,31,2016
516,26,41,2016
514,26,6,2016
14,26,38,2016
225,26,37,2016
350,26,8,2016
229,26,7,2016
788,26,48,2016
69,26,1,2016
6806,26,20,2016
82,26,30,2016
1165,26,11,2016
249,26,27,2016
108,26,33,2016
192,26,36,2016
100,26,13,2016
164,26,25,2016
771,26,2,2016
62,26,45,2016
557,26,42,2016
2077,26,3,2016
600,26,44,2016
396,26,19,2016
331,26,32,2016
385,26,14,2016
548,26,23,2016
3665,26,15,2016
175,26,22,2016
264,26,4,2016
882,26,12,2016
70,26,5,2016
137,26,43,2016
99,26,24,2016
358,41,17,2016
248,41,34,2016
305,41,46,2016
947,41,16,2016
391,41,21,2016
9,41,49,2016
8,41,39,2016
52,41,35,2016
1935,41,10,2016
912,41,18,2016
42,41,9,2016
854,41,28,2016
2248,41,47,2016
282,41,31,2016
118,41,26,2016
62,41,6,2016
96,41,38,2016
157,41,37,2016
155,41,8,2016
529,41,7,2016
110,41,48,2016
365,41,1,2016
652,41,20,2016
9,41,30,2016
41,41,11,2016
285,41,27,2016
31,41,36,2016
76,41,13,2016
380,41,25,2016
768,41,2,2016
19,41,45,2016
2467,41,42,2016
299,41,3,2016
224,41,44,2016
335,41,19,2016
9,41,40,2016
295,41,32,2016
11,41,14,2016
2830,41,23,2016
1597,41,15,2016
257,41,22,2016
14,41,29,2016
1117,41,4,2016
460,41,12,2016
372,41,5,2016
223,41,43,2016
98,41,24,2016
322,6,17,2016
145,6,34,2016
754,6,46,2016
1054,6,16,2016
718,6,21,2016
70,6,49,2016
42,6,35,2016
1148,6,10,2016
1485,6,18,2016
81,6,9,2016
260,6,28,2016
124,6,47,2016
122,6,31,2016
85,6,26,2016
290,6,41,2016
25,6,38,2016
86,6,37,2016
190,6,8,2016
137,6,7,2016
104,6,48,2016
1234,6,1,2016
614,6,20,2016
60,6,30,2016
26,6,11,2016
152,6,27,2016
6,6,33,2016
121,6,36,2016
100,6,13,2016
447,6,25,2016
547,6,2,2016
53,6,45,2016
431,6,42,2016
317,6,3,2016
164,6,44,2016
109,6,19,2016
319,6,32,2016
27,6,14,2016
428,6,23,2016
5984,6,15,2016
187,6,22,2016
490,6,4,2016
237,6,12,2016
76,6,5,2016
159,6,43,2016
32,6,24,2016
113,38,17,2016
266,38,34,2016
133,38,46,2016
1887,38,16,2016
292,38,21,2016
706,38,49,2016
87,38,39,2016
88,38,35,2016
2147,38,10,2016
612,38,18,2016
150,38,9,2016
135,38,28,2016
534,38,47,2016
307,38,31,2016
308,38,41,2016
26,38,6,2016
211,38,37,2016
2523,38,8,2016
333,38,7,2016
86,38,48,2016
166,38,20,2016
8,38,30,2016
16,38,11,2016
370,38,27,2016
2518,38,33,2016
362,38,36,2016
265,38,13,2016
1198,38,25,2016
994,38,2,2016
382,38,42,2016
61,38,3,2016
314,38,44,2016
578,38,19,2016
156,38,40,2016
585,38,32,2016
2102,38,23,2016
1159,38,15,2016
47,38,22,2016
742,38,29,2016
925,38,4,2016
199,38,12,2016
448,38,5,2016
47,38,43,2016
49,38,24,2016
316,37,17,2016
244,37,34,2016
53,37,46,2016
1771,37,16,2016
577,37,21,2016
285,37,49,2016
1163,37,39,2016
2128,37,35,2016
2939,37,10,2016
1099,37,18,2016
46,37,9,2016
356,37,28,2016
253,37,47,2016
89,37,31,2016
111,37,26,2016
181,37,41,2016
41,37,6,2016
55,37,38,2016
472,37,8,2016
348,37,7,2016
121,37,48,2016
86,37,1,2016
207,37,20,2016
124,37,30,2016
111,37,11,2016
42,37,27,2016
107,37,33,2016
860,37,36,2016
257,37,13,2016
1387,37,25,2016
1610,37,2,2016
434,37,42,2016
94,37,3,2016
279,37,44,2016
3289,37,19,2016
103,37,40,2016
1149,37,32,2016
4,37,14,2016
132,37,23,2016
1184,37,15,2016
135,37,22,2016
89,37,29,2016
4729,37,4,2016
455,37,12,2016
1182,37,5,2016
95,37,43,2016
1,37,24,2016
48,8,17,2016
590,8,34,2016
44,8,46,2016
2060,8,16,2016
321,8,21,2016
1248,8,49,2016
74,8,39,2016
289,8,35,2016
2913,8,10,2016
839,8,18,2016
61,8,9,2016
535,8,28,2016
135,8,47,2016
24,8,31,2016
181,8,26,2016
77,8,41,2016
150,8,6,2016
1142,8,38,2016
375,8,37,2016
381,8,7,2016
167,8,48,2016
8,8,1,2016
100,8,20,2016
11,8,30,2016
20,8,11,2016
57,8,27,2016
3086,8,33,2016
506,8,36,2016
70,8,13,2016
2619,8,25,2016
749,8,2,2016
9,8,45,2016
360,8,42,2016
30,8,3,2016
119,8,44,2016
1223,8,19,2016
1330,8,40,2016
443,8,32,2016
39,8,14,2016
312,8,23,2016
825,8,15,2016
57,8,22,2016
546,8,29,2016
797,8,4,2016
690,8,12,2016
3,8,5,2016
155,8,43,2016
220,7,17,2016
655,7,34,2016
93,7,46,2016
1149,7,16,2016
430,7,21,2016
61,7,49,2016
1,7,39,2016
92,7,35,2016
1962,7,10,2016
476,7,18,2016
38,7,9,2016
821,7,28,2016
899,7,47,2016
94,7,31,2016
15,7,26,2016
301,7,41,2016
103,7,6,2016
25,7,38,2016
215,7,37,2016
163,7,8,2016
225,7,48,2016
130,7,1,2016
439,7,20,2016
23,7,30,2016
66,7,11,2016
228,7,27,2016
41,7,33,2016
145,7,36,2016
139,7,13,2016
